invoice_line_id,invoice_id,invoice_number,invoice_date,grade,standard_code,requested_qty_mt,allocated_qty_mt,shortfall_qty_mt,scenario_status,best_fit_de_available
BULK-INV-5051-L02,BULK-INV-5051,5051,2026-04-07,130A,3249B,0.75,0.75,0.0,fulfilled_within_strict_band,0.082
BULK-INV-5096-L01,BULK-INV-5096,5096,2026-04-07,130,325,15.0,15.0,0.0,fulfilled_within_strict_band,0.371
BULK-INV-5141-L01,BULK-INV-5141,5141,2026-04-07,130,325,10.0,10.0,0.0,fulfilled_within_strict_band,0.387
BULK-INV-5186-L01,BULK-INV-5186,5186,2026-04-07,130,325,3.5,3.5,0.0,fulfilled_within_strict_band,0.799
BULK-INV-5186-L02,BULK-INV-5186,5186,2026-04-07,130A,3249B,2.5,2.5,0.0,fulfilled_within_strict_band,0.351
BULK-INV-5231-L01,BULK-INV-5231,5231,2026-04-07,130A,3249B,20.0,20.0,0.0,fulfilled_within_strict_band,0.082
BULK-INV-5007-L01,BULK-INV-5007,5007,2026-04-08,129,30A,5.0,0.0,5.0,unsupported_line,
BULK-INV-5052-L01,BULK-INV-5052,5052,2026-04-08,130A,3249B,2.5,2.5,0.0,fulfilled_within_strict_band,0.271
BULK-INV-5097-L01,BULK-INV-5097,5097,2026-04-08,130A,3249B,7.5,7.5,0.0,fulfilled_within_strict_band,0.429
BULK-INV-5142-L01,BULK-INV-5142,5142,2026-04-08,130,325,6.0,6.0,0.0,fulfilled_within_relaxed_band,0.929
BULK-INV-5187-L01,BULK-INV-5187,5187,2026-04-08,130A,3249B,1.0,1.0,0.0,fulfilled_within_strict_band,0.59
BULK-INV-5232-L01,BULK-INV-5232,5232,2026-04-08,130,325,2.0,2.0,0.0,fulfilled_within_relaxed_band,1.052
BULK-INV-5232-L02,BULK-INV-5232,5232,2026-04-08,130A,3249B,1.0,1.0,0.0,fulfilled_within_strict_band,0.351
BULK-INV-5008-L01,BULK-INV-5008,5008,2026-04-09,130A,3249B,0.75,0.75,0.0,fulfilled_within_strict_band,0.351
BULK-INV-5053-L01,BULK-INV-5053,5053,2026-04-09,130A,3249B,0.75,0.75,0.0,fulfilled_within_strict_band,0.351
BULK-INV-5098-L01,BULK-INV-5098,5098,2026-04-09,130A,3249B,1.5,1.5,0.0,fulfilled_within_strict_band,0.351
BULK-INV-5143-L01,BULK-INV-5143,5143,2026-04-09,110,30A,0.5,0.0,0.5,unsupported_line,
BULK-INV-5188-L01,BULK-INV-5188,5188,2026-04-09,130A,3249B,7.5,7.5,0.0,fulfilled_within_strict_band,0.611
BULK-INV-5188-L02,BULK-INV-5188,5188,2026-04-09,130,325,0.75,0.75,0.0,fulfilled_within_strict_band,0.415
BULK-INV-5233-L01,BULK-INV-5233,5233,2026-04-09,130A,3249B,30.0,30.0,0.0,fulfilled_within_strict_band,0.611
BULK-INV-5009-L01,BULK-INV-5009,5009,2026-04-10,130,325,7.5,7.5,0.0,fulfilled_within_relaxed_band,1.205
BULK-INV-5054-L01,BULK-INV-5054,5054,2026-04-10,130,325,2.5,2.5,0.0,fulfilled_within_relaxed_band,1.422
BULK-INV-5099-L01,BULK-INV-5099,5099,2026-04-10,130A,3249B,4.0,4.0,0.0,fulfilled_within_strict_band,0.897
BULK-INV-5144-L01,BULK-INV-5144,5144,2026-04-10,130,325,1.25,1.25,0.0,fulfilled_within_strict_band,0.415
BULK-INV-5189-L01,BULK-INV-5189,5189,2026-04-10,130,325,30.0,30.0,0.0,fulfilled_within_strict_band,0.415
BULK-INV-5234-L01,BULK-INV-5234,5234,2026-04-10,130A,3249B,0.75,0.75,0.0,fulfilled_within_strict_band,0.923
BULK-INV-5010-L01,BULK-INV-5010,5010,2026-04-11,130,325,10.0,10.0,0.0,fulfilled_with_review_lots,1.422
BULK-INV-5010-L02,BULK-INV-5010,5010,2026-04-11,130,325,1.0,1.0,0.0,fulfilled_with_review_lots,1.955
BULK-INV-5055-L01,BULK-INV-5055,5055,2026-04-11,130,325,10.0,6.5,3.5,partially_allocated,0.836
BULK-INV-5100-L01,BULK-INV-5100,5100,2026-04-11,130A,3249B,10.0,10.0,0.0,fulfilled_within_strict_band,0.923
BULK-INV-5145-L01,BULK-INV-5145,5145,2026-04-11,130A,3249B,3.5,3.5,0.0,fulfilled_within_strict_band,0.76
BULK-INV-5190-L01,BULK-INV-5190,5190,2026-04-11,130A,3249B,1.0,1.0,0.0,fulfilled_within_strict_band,0.961
BULK-INV-5235-L01,BULK-INV-5235,5235,2026-04-11,130A,3249B,2.0,2.0,0.0,fulfilled_within_strict_band,0.961
BULK-INV-5011-L01,BULK-INV-5011,5011,2026-04-12,130,325,0.5,0.0,0.5,not_allocated,
BULK-INV-5056-L01,BULK-INV-5056,5056,2026-04-12,110,30A,1.5,0.0,1.5,unsupported_line,
BULK-INV-5056-L02,BULK-INV-5056,5056,2026-04-12,130A,3249B,0.5,0.5,0.0,fulfilled_within_strict_band,0.76
BULK-INV-5101-L01,BULK-INV-5101,5101,2026-04-12,130A,3249B,25.0,25.0,0.0,fulfilled_within_relaxed_band,0.961
BULK-INV-5146-L01,BULK-INV-5146,5146,2026-04-12,130,325,0.75,0.0,0.75,not_allocated,
BULK-INV-5191-L01,BULK-INV-5191,5191,2026-04-12,130,325,25.0,0.0,25.0,not_allocated,
BULK-INV-5236-L01,BULK-INV-5236,5236,2026-04-12,130,325,0.5,0.0,0.5,not_allocated,
BULK-INV-5236-L02,BULK-INV-5236,5236,2026-04-12,130A,3249B,0.75,0.75,0.0,fulfilled_within_relaxed_band,1.236
BULK-INV-5012-L01,BULK-INV-5012,5012,2026-04-13,130A,3249B,2.0,2.0,0.0,fulfilled_within_relaxed_band,1.236
BULK-INV-5057-L01,BULK-INV-5057,5057,2026-04-13,130,325,5.0,0.0,5.0,not_allocated,
BULK-INV-5102-L01,BULK-INV-5102,5102,2026-04-13,130,325,2.5,0.0,2.5,not_allocated,
BULK-INV-5147-L01,BULK-INV-5147,5147,2026-04-13,130,325,30.0,0.0,30.0,not_allocated,
BULK-INV-5192-L01,BULK-INV-5192,5192,2026-04-13,130,325,2.0,0.0,2.0,not_allocated,
BULK-INV-5192-L02,BULK-INV-5192,5192,2026-04-13,130,325,2.5,0.0,2.5,not_allocated,
BULK-INV-5237-L01,BULK-INV-5237,5237,2026-04-13,130A,3249B,5.0,4.5,0.5,partially_allocated,1.056
BULK-INV-5013-L01,BULK-INV-5013,5013,2026-04-14,129,30A,5.0,0.0,5.0,unsupported_line,
BULK-INV-5058-L01,BULK-INV-5058,5058,2026-04-14,129,30A,3.0,0.0,3.0,unsupported_line,
BULK-INV-5103-L01,BULK-INV-5103,5103,2026-04-14,130,325,3.0,0.0,3.0,not_allocated,
BULK-INV-5103-L02,BULK-INV-5103,5103,2026-04-14,130,325,2.0,0.0,2.0,not_allocated,
BULK-INV-5148-L01,BULK-INV-5148,5148,2026-04-14,130,325,7.5,0.0,7.5,not_allocated,
BULK-INV-5193-L01,BULK-INV-5193,5193,2026-04-14,130A,3249B,2.5,0.0,2.5,not_allocated,
BULK-INV-5238-L01,BULK-INV-5238,5238,2026-04-14,130A,3249B,2.0,0.0,2.0,not_allocated,
BULK-INV-5014-L01,BULK-INV-5014,5014,2026-04-15,130,325,0.5,0.0,0.5,not_allocated,
BULK-INV-5014-L02,BULK-INV-5014,5014,2026-04-15,130A,3249B,0.5,0.0,0.5,not_allocated,
BULK-INV-5059-L01,BULK-INV-5059,5059,2026-04-15,130,325,1.25,0.0,1.25,not_allocated,
BULK-INV-5059-L02,BULK-INV-5059,5059,2026-04-15,130,325,0.75,0.0,0.75,not_allocated,
BULK-INV-5104-L01,BULK-INV-5104,5104,2026-04-15,130,325,2.5,0.0,2.5,not_allocated,
BULK-INV-5149-L01,BULK-INV-5149,5149,2026-04-15,130A,3249B,3.5,0.0,3.5,not_allocated,
BULK-INV-5194-L01,BULK-INV-5194,5194,2026-04-15,130,325,10.0,0.0,10.0,not_allocated,
BULK-INV-5239-L01,BULK-INV-5239,5239,2026-04-15,130A,3249B,6.0,0.0,6.0,not_allocated,
BULK-INV-5015-L01,BULK-INV-5015,5015,2026-04-16,130,325,7.5,0.0,7.5,not_allocated,
BULK-INV-5015-L02,BULK-INV-5015,5015,2026-04-16,130,325,0.5,0.0,0.5,not_allocated,
BULK-INV-5060-L01,BULK-INV-5060,5060,2026-04-16,130A,3249B,2.5,0.0,2.5,not_allocated,
BULK-INV-5105-L01,BULK-INV-5105,5105,2026-04-16,130A,3249B,1.25,0.0,1.25,not_allocated,
BULK-INV-5150-L01,BULK-INV-5150,5150,2026-04-16,130A,3249B,3.5,0.0,3.5,not_allocated,
BULK-INV-5150-L02,BULK-INV-5150,5150,2026-04-16,130A,3249B,2.0,0.0,2.0,not_allocated,
BULK-INV-5195-L01,BULK-INV-5195,5195,2026-04-16,130A,3249B,7.5,0.0,7.5,not_allocated,
BULK-INV-5195-L02,BULK-INV-5195,5195,2026-04-16,130A,3249B,2.0,0.0,2.0,not_allocated,
BULK-INV-5016-L01,BULK-INV-5016,5016,2026-04-17,780,STD,5.0,0.0,5.0,unsupported_line,
BULK-INV-5016-L02,BULK-INV-5016,5016,2026-04-17,130,325,0.5,0.0,0.5,not_allocated,
BULK-INV-5061-L01,BULK-INV-5061,5061,2026-04-17,130,325,1.0,0.0,1.0,not_allocated,
BULK-INV-5106-L01,BULK-INV-5106,5106,2026-04-17,130A,3249B,10.0,0.0,10.0,not_allocated,
BULK-INV-5151-L01,BULK-INV-5151,5151,2026-04-17,130,325,2.5,0.0,2.5,not_allocated,
BULK-INV-5196-L01,BULK-INV-5196,5196,2026-04-17,130A,3249B,7.5,0.0,7.5,not_allocated,
BULK-INV-5017-L01,BULK-INV-5017,5017,2026-04-18,130A,3249B,3.0,0.0,3.0,not_allocated,
BULK-INV-5017-L02,BULK-INV-5017,5017,2026-04-18,130A,3249B,3.0,0.0,3.0,not_allocated,
BULK-INV-5062-L01,BULK-INV-5062,5062,2026-04-18,130A,3249B,3.0,0.0,3.0,not_allocated,
BULK-INV-5107-L01,BULK-INV-5107,5107,2026-04-18,130A,3249B,3.0,0.0,3.0,not_allocated,
BULK-INV-5152-L01,BULK-INV-5152,5152,2026-04-18,130,325,1.5,0.0,1.5,not_allocated,
BULK-INV-5152-L02,BULK-INV-5152,5152,2026-04-18,130A,3249B,0.5,0.0,0.5,not_allocated,
BULK-INV-5197-L01,BULK-INV-5197,5197,2026-04-18,130A,3249B,3.5,0.0,3.5,not_allocated,
BULK-INV-5018-L01,BULK-INV-5018,5018,2026-04-19,130A,3249B,0.5,0.0,0.5,not_allocated,
BULK-INV-5063-L01,BULK-INV-5063,5063,2026-04-19,130,325,0.5,0.0,0.5,not_allocated,
BULK-INV-5108-L01,BULK-INV-5108,5108,2026-04-19,130A,3249B,20.0,0.0,20.0,not_allocated,
BULK-INV-5153-L01,BULK-INV-5153,5153,2026-04-19,130,325,6.0,0.0,6.0,not_allocated,
BULK-INV-5198-L01,BULK-INV-5198,5198,2026-04-19,130,325,20.0,0.0,20.0,not_allocated,
BULK-INV-5019-L01,BULK-INV-5019,5019,2026-04-20,130,325,1.25,0.0,1.25,not_allocated,
BULK-INV-5019-L02,BULK-INV-5019,5019,2026-04-20,130A,3249B,2.5,0.0,2.5,not_allocated,
BULK-INV-5064-L01,BULK-INV-5064,5064,2026-04-20,130,325,0.5,0.0,0.5,not_allocated,
BULK-INV-5109-L01,BULK-INV-5109,5109,2026-04-20,130,325,0.75,0.0,0.75,not_allocated,
BULK-INV-5154-L01,BULK-INV-5154,5154,2026-04-20,130,325,3.0,0.0,3.0,not_allocated,
BULK-INV-5199-L01,BULK-INV-5199,5199,2026-04-20,130A,3249B,3.0,0.0,3.0,not_allocated,
BULK-INV-5020-L01,BULK-INV-5020,5020,2026-04-21,130,325,3.5,0.0,3.5,not_allocated,
BULK-INV-5065-L01,BULK-INV-5065,5065,2026-04-21,130,325,1.0,0.0,1.0,not_allocated,
BULK-INV-5110-L01,BULK-INV-5110,5110,2026-04-21,780,STD,1.0,0.0,1.0,unsupported_line,
BULK-INV-5155-L01,BULK-INV-5155,5155,2026-04-21,130,325,20.0,0.0,20.0,not_allocated,
BULK-INV-5200-L01,BULK-INV-5200,5200,2026-04-21,129,30A,1.5,0.0,1.5,unsupported_line,
BULK-INV-5021-L01,BULK-INV-5021,5021,2026-04-22,920,786,0.5,0.0,0.5,unsupported_line,
BULK-INV-5066-L01,BULK-INV-5066,5066,2026-04-22,780,STD,1.0,0.0,1.0,unsupported_line,
BULK-INV-5111-L01,BULK-INV-5111,5111,2026-04-22,130,325,2.0,0.0,2.0,not_allocated,
BULK-INV-5156-L01,BULK-INV-5156,5156,2026-04-22,130,325,4.0,0.0,4.0,not_allocated,
BULK-INV-5156-L02,BULK-INV-5156,5156,2026-04-22,130A,3249B,1.25,0.0,1.25,not_allocated,
BULK-INV-5201-L01,BULK-INV-5201,5201,2026-04-22,130A,3249B,2.5,0.0,2.5,not_allocated,
BULK-INV-5022-L01,BULK-INV-5022,5022,2026-04-23,130A,3249B,1.5,0.0,1.5,not_allocated,
BULK-INV-5022-L02,BULK-INV-5022,5022,2026-04-23,130,325,0.5,0.0,0.5,not_allocated,
BULK-INV-5067-L01,BULK-INV-5067,5067,2026-04-23,130,325,10.0,0.0,10.0,not_allocated,
BULK-INV-5112-L01,BULK-INV-5112,5112,2026-04-23,130,325,0.75,0.0,0.75,not_allocated,
BULK-INV-5112-L02,BULK-INV-5112,5112,2026-04-23,130A,3249B,2.5,0.0,2.5,not_allocated,
BULK-INV-5157-L01,BULK-INV-5157,5157,2026-04-23,130,325,2.5,0.0,2.5,not_allocated,
BULK-INV-5157-L02,BULK-INV-5157,5157,2026-04-23,130,325,0.75,0.0,0.75,not_allocated,
BULK-INV-5202-L01,BULK-INV-5202,5202,2026-04-23,130A,3249B,0.5,0.0,0.5,not_allocated,
BULK-INV-5202-L02,BULK-INV-5202,5202,2026-04-23,130A,3249B,2.0,0.0,2.0,not_allocated,
BULK-INV-5023-L01,BULK-INV-5023,5023,2026-04-24,130A,3249B,2.5,0.0,2.5,not_allocated,
BULK-INV-5068-L01,BULK-INV-5068,5068,2026-04-24,110,30A,1.5,0.0,1.5,unsupported_line,
BULK-INV-5068-L02,BULK-INV-5068,5068,2026-04-24,130A,3249B,0.5,0.0,0.5,not_allocated,
BULK-INV-5113-L01,BULK-INV-5113,5113,2026-04-24,110,30A,0.5,0.0,0.5,unsupported_line,
BULK-INV-5158-L01,BULK-INV-5158,5158,2026-04-24,130,325,0.5,0.0,0.5,not_allocated,
BULK-INV-5158-L02,BULK-INV-5158,5158,2026-04-24,130A,3249B,1.5,0.0,1.5,not_allocated,
BULK-INV-5203-L01,BULK-INV-5203,5203,2026-04-24,130A,3249B,25.0,0.0,25.0,not_allocated,
BULK-INV-5024-L01,BULK-INV-5024,5024,2026-04-25,130A,3249B,3.0,0.0,3.0,not_allocated,
BULK-INV-5069-L01,BULK-INV-5069,5069,2026-04-25,130,325,6.0,0.0,6.0,not_allocated,
BULK-INV-5114-L01,BULK-INV-5114,5114,2026-04-25,130,325,1.0,0.0,1.0,not_allocated,
BULK-INV-5159-L01,BULK-INV-5159,5159,2026-04-25,130A,3249B,0.5,0.0,0.5,not_allocated,
BULK-INV-5204-L01,BULK-INV-5204,5204,2026-04-25,130A,3249B,1.5,0.0,1.5,not_allocated,
BULK-INV-5025-L01,BULK-INV-5025,5025,2026-04-26,130,325,1.0,0.0,1.0,not_allocated,
BULK-INV-5070-L01,BULK-INV-5070,5070,2026-04-26,130,325,1.25,0.0,1.25,not_allocated,
BULK-INV-5070-L02,BULK-INV-5070,5070,2026-04-26,130A,3249B,2.0,0.0,2.0,not_allocated,
BULK-INV-5115-L01,BULK-INV-5115,5115,2026-04-26,130A,3249B,7.5,0.0,7.5,not_allocated,
BULK-INV-5160-L01,BULK-INV-5160,5160,2026-04-26,780,STD,3.0,0.0,3.0,unsupported_line,
BULK-INV-5205-L01,BULK-INV-5205,5205,2026-04-26,130,325,5.0,0.0,5.0,not_allocated,
BULK-INV-5026-L01,BULK-INV-5026,5026,2026-04-27,129,30A,5.0,0.0,5.0,unsupported_line,
BULK-INV-5071-L01,BULK-INV-5071,5071,2026-04-27,130,325,2.0,0.0,2.0,not_allocated,
BULK-INV-5116-L01,BULK-INV-5116,5116,2026-04-27,130,325,1.5,0.0,1.5,not_allocated,
BULK-INV-5116-L02,BULK-INV-5116,5116,2026-04-27,130A,3249B,1.5,0.0,1.5,not_allocated,
BULK-INV-5161-L01,BULK-INV-5161,5161,2026-04-27,130,325,0.75,0.0,0.75,not_allocated,
BULK-INV-5161-L02,BULK-INV-5161,5161,2026-04-27,130A,3249B,1.5,0.0,1.5,not_allocated,
BULK-INV-5206-L01,BULK-INV-5206,5206,2026-04-27,130A,3249B,1.25,0.0,1.25,not_allocated,
BULK-INV-5206-L02,BULK-INV-5206,5206,2026-04-27,130,325,2.5,0.0,2.5,not_allocated,
BULK-INV-5027-L01,BULK-INV-5027,5027,2026-04-28,129,30A,2.0,0.0,2.0,unsupported_line,
BULK-INV-5072-L01,BULK-INV-5072,5072,2026-04-28,130A,3249B,4.0,0.0,4.0,not_allocated,
BULK-INV-5117-L01,BULK-INV-5117,5117,2026-04-28,130A,3249B,2.0,0.0,2.0,not_allocated,
BULK-INV-5117-L02,BULK-INV-5117,5117,2026-04-28,130A,3249B,1.5,0.0,1.5,not_allocated,
BULK-INV-5162-L01,BULK-INV-5162,5162,2026-04-28,130,325,10.0,0.0,10.0,not_allocated,
BULK-INV-5207-L01,BULK-INV-5207,5207,2026-04-28,130A,3249B,2.0,0.0,2.0,not_allocated,
BULK-INV-5028-L01,BULK-INV-5028,5028,2026-04-29,130,325,30.0,0.0,30.0,not_allocated,
BULK-INV-5073-L01,BULK-INV-5073,5073,2026-04-29,130A,3249B,1.25,0.0,1.25,not_allocated,
BULK-INV-5118-L01,BULK-INV-5118,5118,2026-04-29,130A,3249B,2.5,0.0,2.5,not_allocated,
BULK-INV-5163-L01,BULK-INV-5163,5163,2026-04-29,130,325,7.5,0.0,7.5,not_allocated,
BULK-INV-5208-L01,BULK-INV-5208,5208,2026-04-29,130,325,1.0,0.0,1.0,not_allocated,
BULK-INV-5208-L02,BULK-INV-5208,5208,2026-04-29,130A,3249B,2.0,0.0,2.0,not_allocated,
BULK-INV-5029-L01,BULK-INV-5029,5029,2026-04-30,130,325,3.5,0.0,3.5,not_allocated,
BULK-INV-5029-L02,BULK-INV-5029,5029,2026-04-30,130A,3249B,1.5,0.0,1.5,not_allocated,
BULK-INV-5074-L01,BULK-INV-5074,5074,2026-04-30,130,325,7.5,0.0,7.5,not_allocated,
BULK-INV-5119-L01,BULK-INV-5119,5119,2026-04-30,130A,3249B,20.0,0.0,20.0,not_allocated,
BULK-INV-5164-L01,BULK-INV-5164,5164,2026-04-30,130A,3249B,7.5,0.0,7.5,not_allocated,
BULK-INV-5209-L01,BULK-INV-5209,5209,2026-04-30,130A,3249B,2.5,0.0,2.5,not_allocated,
BULK-INV-5030-L01,BULK-INV-5030,5030,2026-05-01,130,325,2.5,0.0,2.5,not_allocated,
BULK-INV-5030-L02,BULK-INV-5030,5030,2026-05-01,130A,3249B,0.75,0.0,0.75,not_allocated,
BULK-INV-5075-L01,BULK-INV-5075,5075,2026-05-01,780,STD,1.5,0.0,1.5,unsupported_line,
BULK-INV-5120-L01,BULK-INV-5120,5120,2026-05-01,130A,3249B,12.0,0.0,12.0,not_allocated,
BULK-INV-5165-L01,BULK-INV-5165,5165,2026-05-01,130,325,1.0,0.0,1.0,not_allocated,
BULK-INV-5165-L02,BULK-INV-5165,5165,2026-05-01,130A,3249B,1.0,0.0,1.0,not_allocated,
BULK-INV-5210-L01,BULK-INV-5210,5210,2026-05-01,130A,3249B,6.0,0.0,6.0,not_allocated,
BULK-INV-5031-L01,BULK-INV-5031,5031,2026-05-02,130,325,1.0,0.0,1.0,not_allocated,
BULK-INV-5076-L01,BULK-INV-5076,5076,2026-05-02,130,325,3.5,0.0,3.5,not_allocated,
BULK-INV-5076-L02,BULK-INV-5076,5076,2026-05-02,130,325,0.75,0.0,0.75,not_allocated,
BULK-INV-5121-L01,BULK-INV-5121,5121,2026-05-02,130A,3249B,25.0,0.0,25.0,not_allocated,
BULK-INV-5166-L01,BULK-INV-5166,5166,2026-05-02,130,325,1.5,0.0,1.5,not_allocated,
BULK-INV-5166-L02,BULK-INV-5166,5166,2026-05-02,130,325,1.25,0.0,1.25,not_allocated,
BULK-INV-5211-L01,BULK-INV-5211,5211,2026-05-02,130,325,5.0,0.0,5.0,not_allocated,
